Capital e Ideologia,Thomas Piketty,9788551006153,1056,2020,78.67
A vida mentirosa dos adultos,Elena Ferrante,9788551006375,432,2020,94.83
O Árabe do Futuro,Riad Sattouf,9788551006665,288,2020,90.09
Com Amor Creekwood,Becky Albertalli,9786555600278,144,2020,78.78
A Dança da Água,Ta-Nehisi Coates,9788551006368,400,2020,95.7
A Casa Holandesa,Ann Patchett,9788551006603,352,2020,40.12
Relatório da Desigualdade Mundial 2018,Facundo Alvaredo,nan,458,2020,50.82
Os Dois Mundos de Isabel,Daniela Arbex,9788551006580,304,2020,56.49
Cartas para Martin,Nic Stone,9788551006658,256,2020,64.1
A dança da água,Ta-Nehisi Coates,9788551006368,400,2020,88.74
Adultos, Emma Jane Unsworth,9786555600032,400,2020,78.09
Piano Mecânico,Kurt Vonnegut,9786555600223,496,2020,62.72
Amor & Sorte,Jenna Evans Welch,9786555600087,272,2020,85.88
Amor & Sorte,Jenna Evans Welch,9786555600094,272,2020,46.35
A Regra é Não Ter Regras,Reed Hastings,9786555600315,352,2020,95.02
Território Lovecraft,Matt Ruff,nan,395,2020,74.35
Árvore dos Desejos,K. A. Applegate,9786555600483,224,2020,51.25
A troca,Beth O'Leary,9786555600070,352,2020,73.41
A Troca,Beth O'Leary,9788551005941,352,2020,78.48
A Caminho da Guerra,Graham Allison,9786555600346,416,2020,41.43
Nada Ortodoxa,Deborah Feldman,9786555600452,304,2020,86.37
Ruptura,Monica de Bolle,9786555600360,320,2020,98.94
Cercado de Idiotas,THOMAS ERIKSON,9786555600322,304,2020,93.89
Box Neil Gaiman,NEIL GAIMAN,9786555600551,1240,2020,88.05
A Torre de Nero,Rick Riordan,9786555600636,336,2020,61.02
Quase uma Rockstar,Matthew Quick,9788580576764,256,2020,54.71
Coraline,Neil Gaiman,9788551006757,224,2020,85.53
Promessa de Pai,Joe Biden,9786555600520,256,2020,51.47
Shine,Jessica Jung,9786555600506,368,2020,69.46
O Refúgio,Mick Kitson,9786555600650,320,2020,43.93
Estas Verdades,Jill Lepore,9786555600612,1072,2020,72.96
Adultos, Emma Jane Unsworth,9786555600032,400,2020,79.72
Pachinko,Min Jin Lee,9788551005958,528,2020,84.64
A Troca,Beth O'Leary,9786555600438,352,2020,50.82
A cachorra,Pilar Quintana,9788551006597,160,2020,52.45
Vamos Sonhar Juntos,Papa Francisco,9786555601251,144,2020,80.27
O Esplêndido e o Vil,Erik Larson,9786555600902,324,2020,78.73
Mataram Marielle,Chico Otávio,9786555600384,224,2020,42.77
Royal City: Segredos em família,Jeff Lemire,9786555600926,160,2020,95.01
O Retorno,Nicholas Sparks,9786555650570,288,2020,87.78
Princípios do Estrategista,Felipe Miranda,9786555600810,320,2020,85.01
Nada Ortodoxa,Deborah Feldman,9786555600469,304,2020,55.4
Alexander Hamilton, Ron Chernow,9788551006139,896,2020,64
Laura Dean vive terminando comigo,Mariko Tamaki,9786555601145,304,2020,63.86
Box Five Nights at Freddys (Trilogia Completa),Scott Cawthon,9786555600858,992,2020,79.58
BOX NÃO SE APEGA NÃO,ISABELA FREITAS,9786555600544,1500,2020,49.99
Não é errado ser feliz,Linda Holmes,9786555601121,304,2020,68.08
Não é errado ser feliz,Linda Holmes,9786555601138,304,2020,71.19
A Segunda Vida de Missy,Beth Morrey,9786555600834,304,2020,61.89
Quarenta e Quatro em Quarentena,Miguel Pinto Guimarães,9786555601329,624,2020,98.02
Pachinko,Min Jin Lee,9788551006344,528,2020,60.1
Em Águas Profundas,Patricia Highsmith,9786555600599,304,2020,93.77
A troca,Beth O'Leary,9786555600070,352,2020,96.82
O Enigma do Quarto 622,Joël Dicker,9786555600889,526,2020,53.24
O Desaparecimento de Stephanie Mailer,Joël Dicker,9788551003633,578,2019,97.2
Misbehaving,Richard H. Thaler,9788551004159,448,2019,94.51
O verão que mudou minha vida,Jenny Han,9788551004449,240,2019,68.37
Sem você não é verão,Jenny Han,9788551004463,240,2019,70.76
Sempre teremos o verão,Jenny Han,9788551004487,256,2019,68.1
Misbehaving,Richard H. Thaler,9788551004135,448,2019,66.63
Boy Erased,Garrard Conley,9788551004111,320,2019,68.42
Boy Erased: Uma verdade anulada,Garrard Conley,9788551004111,320,2019,91.73
Os prós e os contras de nunca esquecer,Val Emmich,9788551003688,320,2019,80.9
O Quinto Risco,Michael Lewis,9788551004616,192,2019,53.44
Holocausto Brasileiro,Daniela Arbex,9788551004630,280,2019,72.65
Você nasceu para isso,Michelle Sacks,9788551004661,272,2019,75.47
O construtor de pontes,Markus Zusak,9788551003985,528,2019,73.93
Nove Desconhecidos,Liane Moriarty,9788551004685,464,2019,44.28
O Que Aconteceu Com Annie,C.J. Tudor,9788551004753,288,2019,73.81
As Crônicas de Âmbar,Roger Zezlany,9788551003350,784,2019,46.44
Os prós e os contras de nunca esquecer,Val Emmich,9788551003695,320,2019,43.69
Matadouro Cinco,Kurt Vonnegut,9788551004593,288,2019,55.09
Mundo em Caos,Patrick Ness,9788551004500,480,2019,91.17
Faça Tempo,Jake Knapp,9788551004807,304,2019,87.56
O Caso da Mansão Deboën,Edgar Cantero,9788551004067,352,2019,59.8
Ainda Sou Eu,Jojo Moyes,9788551003718,320,2019,85.22
Areia Movediça,Malin Persson Giolito,9788551004746,352,2019,55.33
Box Trilogia Verão: Box com 3 volumes da coleção,Jenny Han,9788551004722,736,2019,58.17
F*deu Geral: Um Livro Sobre Esperança?,Mark Manson,9788551004906,288,2019,43.79
A vida não é justa,Andréa Pachá,9788551004777,224,2019,91.64
Nove Desconhecidos,Liane Moriarty,9788551004685,464,2019,44.66
Tempo de Luz,Whitney Scharer,9788551004418,384,2019,57.24
Oblivion Song: Canção do Silêncio,Robert Kirkman,9788551003237,144,2019,59.52
Só Pode Ser Brincadeira Sr. Feynman!,Richard Feynman,9788551004845,400,2019,87.96
Ponti,Sharlene Teo,9788551004203,274,2019,83.78
Bird Box: Caixa de Pássaros,Josh Malerman,9788551004920,320,2019,77.86
Black Hammer,Jeff Lemire,9788551004579,136,2019,84.58
Mister,E.L. James,9788551005156,432,2019,57.7
A Pena e a Lei,Ariano Suassuna,9788520942864,184,2019,77.08
O que Aconteceu com Annie,C.J. Tudor,9788551004753,288,2019,91.19
Why Not,Raquel Landim,9788551004395,432,2019,62.52
A Loja de Tudo. Jeff Bezos e a Era da Amazon (edição exclusiva Amazon),Brad Stone,9788551004739,400,2019,58.07
Raízes do Mal,Gwenda Bond,9788551004364,304,2019,94.81
Um Lugar Bem Longe Daqui,Delia Owens,9788551004869,336,2019,46.87
O Caso Da Mansão Deboën,Edgar Cantero,9788551004074,0,2019,94.28
Um Lugar Bem Longe Daqui,Delia Owens,9788551004869,336,2019,61.63
E se fosse a gente?,Becky Albertalli,9788551004883,352,2019,41.72
Bird Box : Caixa De Pássaros - Edição Especial,Josh Malerman,9788551004937,320,2019,58.01
Noite em Caracas,Karina Sainz Borgo,9788551005026,240,2019,62.29
Este é o mar,Mariana Enriquez,9788551005002,176,2019,76.2
Ponti,Sharlene Teo,9788551004821,272,2019,98.3
130 anos: Em busca da República,Alexandre de Moraes,9788551004968,256,2019,50.63
Daqui Pra Baixo,Jason Reynolds,9788551004982,320,2019,59.15
As Férias da Minha Vida,Clara Savelli,9788551005170,336,2019,56.02
Bird Box: Caixa de Pássaros,Josh Malerman,9788551004920,320,2019,54.73
O Labirinto do Fauno,Cornelia Maria Funke,9788551005194,320,2019,51.28
Medicina dos Horrores,Lindsey Fitzharris,9788551005224,320,2019,74.78
Mundo Em Caos (Vol. 1),Patrick Ness,9788551004517,0,2019,63.01
O desaparecimento de Josef Mengele, Olivier Guez,9788551004708,224,2019,41.41
Pátria,Fernando Aramburu,9788551004234,512,2019,47.72
Pátria,Fernando Aramburu,9788551004944,512,2019,43.88
O Caso Da Mansão Deboën,Edgar Cantero,9788551004197,354,2019,82.26
Contato de Emergência,Mary H.K. Choi,9788551005323,336,2019,86.04
Daqui Pra Baixo,Jason Reynolds,9788551004982,320,2019,40.75
Teto Para Dois,Beth O'Leary,9788551005415,400,2019,90.32
E Se Fosse A Gente?,Becky Albertalli,9788551004890,352,2019,50.32
Caçadores de Nazistas,Andrew Nagorski,9788551003299,432,2019,40.5
Pare Com Essa Merda,Gary John Bishop,9788551005248,208,2019,88.7
Inspeção,Josh Malerman,9788551005262,416,2019,45.92
Serpentário,Felipe Castilho,9788551005309,368,2019,53.74
Rede de Sussurros,Chandler Baker,9788551005286,384,2019,45.5
Agassi,Andre Agassi,9788551005392,448,2019,71.68
A Sutil Arte de Ligar o F*da-se,Manson Mark,9788551004333,158,2019,51.65
O Construtor de Pontes,Markus Zusak,9788551003992,572,2019,97.2
Medicina Dos Horrores,Lindsey Fitzharris,9788551005231,320,2019,40.04
Um Caminho Para a Liberdade,Jojo Moyes,9788551005453,368,2019,58.87
Cem,Valerio Vidali,9788551005439,208,2019,86.73
Cova 312,Daniela Arbex,9788551005569,336,2019,80.86
Histórias das Histórias que Contei,Vinícius Dônola,9788551005583,328,2019,97.69
A Tumba do Tirano,Rick Riordan,9788551005347,368,2019,67.12
Recursão,Blake Crouch,9788551005361,320,2019,84.51
Matadouro-Cinco,Kurt Vonnegut,9788551004609,0,2019,47.7
Rede de Sussurros,Chandler Baker,9788551005286,384,2019,94.99
Tim Cook: O Gênio que Mudou o Futuro da Apple,Leander Kahney,9788551005538,336,2019,57.97
Me Encontre, André Aciman,9788551005828,272,2019,64.5
Um Caminho Para a Liberdade,Jojo Moyes,9788551005453,368,2019,95.4
Descender: Estrelas de Lata,Jeff Lemire,9788551005798,144,2019,40.43
Ada Batista Cientista,Andrea Beaty,9788551005477,32,2019,77.35
Café Da Manhã Dos Campeões,Kurt Vonnegut,9788551005804,400,2019,81.93
A Quietude É A Chave,Ryan Holiday,9788551005767,288,2019,68.6
Segredo De Justiça,Andréa Pachá,9788551006115,256,2019,54.25
Rita Bandeira Engenheira,Andrea Beaty,9788551005491,32,2019,84.74
Sofia Pimenta Futura Presidenta,Andrea Beaty,9788551005699,40,2019,64.18
Paulo Roberto Arquiteto,Andrea Beaty,9788551005514,32,2019,48.26
Quem é você Alasca?,John Green,9788580576832,336,2019,58.86
Os Segredos que Guardamos,Lara Prescott,9788551005675,365,2019,97.99
Na Raça,Maria Luíza Filgueiras,9788551006054,240,2019,98.62
Descender: Estrelas De Lata,Jeff Lemire,9788551005781,144,2019,44.37
REDE DE SUSSURROS,Chandler Baker,9788551005293,384,2019,49.52
A Última Festa,Lucy Foley,9788551005729,304,2019,40.42
Colecao Jojo Moyes,Jojo Moyes,9788551005606,1040,2019,99.67
Pátria,Fernando Aramburu,9788551004951,512,2019,66.04
Pare Com Essa Merda: Acabe Com A Autossabotagem E Conquiste Sua Vida De Volta,Gary John Bishop,9788551005255,208,2019,59.21
Why Not: Como os irmãos Joesley e Wesley da JBS transformaram um açougue em Goiás na maior empresa de carnes do mundo,Raquel Landim,9788551004401,432,2019,44.22
O Labirinto Do Fauno,Guillermo del Toro,9788551005200,320,2019,86.41
Café Da Manhã Dos Campeões,Kurt Vonnegut,9788551005811,400,2019,46.92
Coleção Josh Malerman,,9788551005644,0,2019,41.56
Inspeção,Josh Malerman,9788551005279,416,2019,46.53
Teto Para Dois,Beth O'Leary,9788551005422,400,2019,42.99
Coleção R.J. Palácio,R.J. Palacio,9788551005354,0,2019,44.41
Os Heróis do Olimpo,Rick Riordan,nan,2708,2019,41.69
F*deu geral,Mark Manson,9788551005408,224,2019,82.99
O Labirinto de Fogo,Rick Riordan,9788551003312,368,2019,72.69
Um Lugar Bem Longe Daqui,Delia Owens,8551004867,336,2019,50.92
Cinquenta tons de liberdade: O capítulo final,E.L. James,9788551002766,544,2018,55.79
Ainda Sou Eu,Jojo Moyes,9788551002810,400,2018,50.89
O Senhor do Caos,Robert Jordan,9788551002919,1072,2018,83.3
Mais escuro,E.L. James,9788551002834,496,2018,63.44
Me Chame Pelo Seu Nome, André Aciman,9788551002735,288,2018,90.17
Todo dia a mesma noite,Daniela Arbex,9788551002858,248,2018,55.87
Ainda Sou Eu,Jojo Moyes,9788551002827,400,2018,54.97
O método TB12,Tom Brady,9788551002872,320,2018,58.93
A Grande Jogada,Molly Bloom,9788551002896,272,2018,82.57
O Homem de Giz,C.J. Tudor,9788551002933,272,2018,81.44
A Forma da Água,Guillermo del Toro,9788551002773,352,2018,90.32
Mais Escuro (Grey Vol. 2),E L James,9788551002841,496,2018,42.91
Um Cavalheiro em Moscou,Amor Towles,9788551002711,464,2018,50.35
As Oito Montanhas, Paolo Cognetti,9788551002292,256,2018,42.5
TazerCraft,Gustavo Magnani,9788551002964,192,2018,46.61
Ferramentas Dos Titãs,Timothy Ferriss,9788551002513,768,2018,62.03
A Grande Jogada,Molly Bloom,9788551002902,258,2018,69.3
Aniquilação,Jeff VanderMeer,9788551002940,200,2018,77.93
Me Chame Pelo Seu Nome, André Aciman,9788551002742,288,2018,58.93
Um cavalheiro em Moscou,Amor Towles,9788551002728,464,2018,71.27
Ikigai,Francesc Miralles,9788551002797,208,2018,78.46
Bruce Dickinson: Uma autobiografia,Bruce Dickinson,9788551003145,320,2018,49.94
Os distorcidos,Scott Cawthon,9788551003022,288,2018,63.8
Segredos do Acampamento Meio-Sangue,Rick Riordan,9788551002988,176,2018,78.64
Trilha sonora para o fim dos tempos,Anthony Marra,9788551003084,304,2018,70.04
Com Amor Simon,Becky Albertalli,9788551003053,272,2018,73.51
O Labirinto de Fogo,Rick Riordan,9788551003312,368,2018,69.83
Estúpida eu?,Camila Coutinho,9788551003176,176,2018,84.13
Deuses Americanos,Neil Gaiman,9788551003060,264,2018,89.22
Estúpida eu?,Camila Coutinho,9788551003169,176,2018,99.81
Todas as Coisas Belas,Matthew Quick,9788551003008,272,2018,96.17
Nix,Nathan Hill,9788551003107,672,2018,82.45
Deuses Americanos,Neil Gaiman,nan,264,2018,49.84
No Tempo dos Feiticeiros,Cressida Cowell,9788551003206,400,2018,62.61
No Tempo dos Feiticeiros,Cressida Cowell,9788551003190,400,2018,73.67
Comer Para Não Morrer,Michael Greger,9788551001851,496,2018,73.61
Uma Vida No Escuro,,9788580578836,0,2018,66.32
Comer Para Não Morrer,Michael Greger,9788551001868,496,2018,86.03
Pequenos incêndios por toda parte, Celeste Ng,9788551003121,416,2018,53.63
Tudo o que nunca contei, Celeste Ng,9788551003183,304,2018,53.63
Black Hammer,Jeff Lemire,9788551003374,184,2018,66.9
Passageiros do Tempo,Alexandra Bracken,9788551003442,384,2018,57.49
Logo logo,Kelly Weinersmit,9788551003336,384,2018,91.3
A essência do mal,Luca D'Andrea,9788551002612,368,2018,57.85
Praia de Manhattan,Jennifer Egan,9788551003275,448,2018,94
O que Alice esqueceu,Liane Moriarty,9788551003466,416,2018,98.38
A princesa prometida,William Goldman,9788551003213,416,2018,66.94
Uma Casa No Fundo de Um Lago,Josh Malerman,9788551003855,160,2018,53.35
Mentes sombrias,Alexandra Bracken,9788551003831,384,2018,82.69
O lado bom da vida,Matthew Quick,9788580572780,256,2018,98.92
Refúgio no Sábado,Miriam Leitão,9788551003602,288,2018,55.34
Variações Enigma, André Aciman,9788551003527,320,2018,63.64
Leah Fora de Sintonia,Becky Albertalli,9788551003817,320,2018,47.09
A FORMA DA ÁGUA,Del Toro,9788551002780,352,2018,60.41
Princípios,Ray Dalio,9788551003411,592,2018,41.9
Uma certa ideia de Brasil,Pedro Malan,9788551003794,512,2018,63.09
O Homem de Giz,C.J. Tudor,9788551002957,272,2018,90.23
Mitologia Nórdica - Edição de Luxo,Neil Gaiman,9788551003664,288,2018,41.71
O novo poder,Henry Timms,9788551003770,336,2018,52.5
Princípios,Ray Dalio,9788551003428,592,2018,66.8
A Morte da verdade,Michiko Kakutani,9788551003862,272,2018,45.58
Esqueceram de Mim,Kim Smith,9788551003510,48,2018,90.62
De volta para o futuro,Kim Smith,9788551003497,48,2018,98.41
E.T. - O extraterrestre,Kim Smith,9788551003398,48,2018,57.65
Esqueceram de mim,Kim Smith,9788551003503,48,2018,97.72
Você foi enganado,Chico Otávio,9788551003879,288,2018,78.5
Leonardo da Vinci - Edição de Luxo,Walter Isaacson,9788551003046,640,2018,60.14
Por que nós dormimos, Matthew Walker,9788551003657,400,2018,70.86
A Morte da Verdade,Michiko Kakutani,9788551003640,272,2018,91.35
No Último Minuto,Alexandra Bracken,nan,103,2018,82.75
Mitologia Nórdica,Neil Gaiman,9788551003664,288,2018,61.22
De Volta Para o Futuro,Kim Smith,9788551003480,48,2018,59.1
Objetos Cortantes,Gillian Flynn,9788580576597,256,2018,43.88
Black Hammer,Jeff Lemire,9788551004036,176,2018,77.86
O Primeiro Homem,James R. Hansen,9788551003930,512,2018,44.97
Mapa dos Dias,Ransom Riggs,9788551003671,448,2018,78.68
Black Hammer,Jeff Lemire,9788551004036,176,2018,64.93
Black Hammer 2: O Evento + Pôsters,Jeff Lemire,9788551004036,176,2018,64.16
A Catedral do Mar,Ildefonso Falcones,9788551004296,576,2018,55.79
O Desaparecimento de Stephanie Mailer,Joël Dicker,9788551003893,576,2018,95.96
As Viúvas,Lynda La Plante,9788551003916,400,2018,48.45
Breves Respostas Para Grandes Questões,Stephen Hawking,9788551004319,256,2018,89.74
Dez argumentos para você deletar agora suas redes sociais,Jaron Lanier,9788551003954,192,2018,58.65
Velhos são os outros,Andréa Pachá,9788551004098,208,2018,64.38
Os Prós e os Contras de Nunca Esquecer,Val Emmich,9788551003619,318,2018,93.12
Refúgio no sábado,Míriam Leitão,nan,288,2018,63.91
Como mudar sua mente,Michael Pollan,9788551004166,480,2018,62.96
O Construtor de Pontes,Markus Zusak,9788551003985,528,2018,59.59
No último minuto,Alexandra Bracken,9788551004340,79,2018,60.88
No último minuto,Alexandra Bracken,9788551004340,79,2018,47.56
O caso da mansão Deboën,Edgar Cantero,9788551004067,352,2018,67.09
Kit Livros Isabela Fretas - Não Se Apega não/Não se Iluda não/ Não se Enrola não,Isabela Freitas,9788551004548,0,2018,82.54
Pequenos incêndios por toda parte, Celeste Ng,9788551003138,416,2018,73.89
SHANTALA,Ludmila Monteiro,nan,62,2018,77.06
Tartarugas até lá embaixo,John Green,9788551001134,208,2018,41.98
Dez argumentos para você deletar agora suas redes sociais,Jaron Lanier,9788551003961,145,2018,59.76
What If It's Us,Becky Albertalli,9780062795250,448,2018,47.59
DUPLICADO Por que nós dormimos, Matthew Walker,nan,412,2018,44.4
Ferramentas dos Titãs,Tim Ferriss,9788551002520,768,2018,60.19
As oito montanhas,Paolo Cognetti,9788551002285,256,2018,67.13
Em busca de abrigo,Jojo Moyes,9788580579949,256,2018,47.35
MITOLOGIA NÓRDICA,Neil Gaiman,9788551003558,288,2018,71.32
A Viúva, Fiona Barton,9788551001028,304,2018,42.85
Paris para um e outros contos,Jojo Moyes,9788580579727,240,2017,59.84
O Livro dos Baltimore,Joël Dicker,9788580579765,416,2017,68.46
Aconteceu naquele verão,Stephanie Perkins,9788551001158,384,2017,64.87
Como combater a fúria de um dragão,Cressida Cowell,9788551001172,496,2017,77.5
Buracos negros,Stephen Hawking,9788551000984,64,2017,61.2
Meu menino vadio,Luiz Fernando Vianna,9788551000946,208,2017,68.15
Cinquenta Tons Mais Escuros,E.L. James,9788551001080,512,2017,92.65
Regras simples,Donald Sull e Kathleen M. Eisenhardt,9788551001042,352,2017,43.3
A batalha por WondLa,Tony DiTerlizzi,9788551001189,400,2017,90.55
Antes que eu vá,Lauren Oliver,9788551001011,352,2017,78.54
Cinquenta Tons Mais Escuros,E.L. James,9788551001318,617,2017,74.97
A longa caminhada de Billy Lynn,Ben Fountain,9788551000205,304,2017,47.1
Como Combater a Fúria de Um Dragão,Cressida Cowell,9788551001172,496,2017,60.16
A Viúva, Fiona Barton,9788551001028,304,2017,61.35
A verdade é teimosa,Miriam Leitão,9788551001264,383,2017,67.8
Matéria Escura,Blake Crouch,9788551001226,352,2017,59.29
Às urnas cidadãos!,Thomas Piketty,9788551000144,192,2017,74.86
Eu e você no fim do mundo,Siobhan Vivian,9788551001240,368,2017,41.79
Pequenas Grandes Mentiras,Liane Moriarty,9788551001578,400,2017,91.1
Vovô deu no pé,David Walliams,9788551001653,464,2017,76.3
Os Irmãos Tapper Detonam Nova York,Geoff Rodkey,9788551001585,300,2017,71.66
Somos Todos Extraordinários,R. J. Palacio,9788551001622,32,2017,89.24
Eu Sei Onde Você Está,Claire Kendal,9788551001547,304,2017,86.87
O Jantar,Herman Koch,9788551001561,300,2017,73.89
O Jantar,Herman Koch,9788551001431,300,2017,77.92
Somos Guerreiras,Glennon Doyle Melton,9788551001493,320,2017,46.62
Quem era ela,JP Delaney,9788551001394,336,2017,67.56
Dias Bárbaros,William Finnegan,9788551001479,432,2017,63.53
Um Amor Incômodo,Elena Ferrante,9788551001370,176,2017,71.66
Mitologia Nórdica,Neil Gaiman,9788551001288,288,2017,82.66
A Garota Que Você Deixou Para Trás,Jojo Moyes,9788580579772,317,2017,54.73
Tudo o que nunca contei, Celeste Ng,9788580579741,304,2017,61.39
Olhos Prateados,Scott Cawthon,9788551001462,368,2017,62.28
Quatro estações em Roma,Anthony Doerr,9788551000342,240,2017,69.03
Todo amor tem segredos,Viih Tube,9788551001325,160,2017,67.74
Os irmãos Tapper detonam Nova York,Geoff Rodkey,9788551001301,288,2017,52.97
Lua Azul - Coleção Os Imortais,Alyson Noël,9788580573398,256,2017,73.43
Até Que a Culpa Nos Separe,Liane Moriarty,9788551001912,464,2017,40.2
Até Que a Culpa Nos Separe,Liane Moriarty,9788551001929,464,2017,47.8
Deixei Você Ir,Clare Mackintosh,9788551001752,368,2017,78.53
Deixei Você Ir (e-Book),Clare Mackintosh,9788551001769,368,2017,55.31
Uma Pergunta Por Dia Para Mães,Potter Style,9788551001615,368,2017,55.02
Como Se Tornar Um Campeão,Márcia Vieira,9788551001691,176,2017,68.61
Ruby,Cynthia Bond,9788551001202,352,2017,74.59
Ruby,Cynthia Bond,9788551001219,352,2017,53.57
Sprint,Jake Knapp,9788551001523,320,2017,86.62
Sprint - Livro Digital,Jake Knapp,9788551001530,288,2017,40.15
O Papa e Mussolini,David I. Kertzer,9788551000090,592,2017,75.61
Antes Que Eu Vá,Lauren Oliver,9788551001646,384,2017,75.67
Five Nights at Freddy's. Olhos Prateados,Scott Cawthon,9788551001462,368,2017,64.41
Agora e Para Sempre Lara Jean,Jenny Han,9788551001981,304,2017,97.6
Tudo o que nunca contei, Celeste Ng,9788580579758,304,2017,60.51
Pequenas Grandes Mentiras,Liane Moriarty,9788580576801,438,2017,79.73
Bem-vindo à Vida Real,Christian McKay Heidicker,9788551001677,320,2017,59.26
Antes da Queda,Noah Hawley,9788551001127,365,2017,97.6
Breve história de sete assassinatos,Marlon James,9788551001790,736,2017,57.92
Piano Vermelho,Josh Malerman,9788551002063,320,2017,58.39
Apenas Uma Garota,Meredith Russo,9788551002018,240,2017,56.45
Em Busca de Abrigo,Jojo Moyes,9788551001066,320,2017,77.29
A Casa das Marés,Jojo Moyes,9788580579697,384,2017,82.46
Mitologia Nórdica,Neil Gaiman,9788551001295,288,2017,63.4
Excesso de Luz,Christian McKay Heidicker,9788551002056,40,2017,41.86
A Profecia das Sombras,Rick Riordan,9788551001714,336,2017,56.63
Razões para continuar vivo,Matt Haig,9788551001776,240,2017,56.11
Em Nome dos Pais,Matheus Leitão,9788551001592,448,2017,96.48
O Caminho da Porcelana,Edmund de Waal,9788551001417,384,2017,42.53
O Projeto Desfazer,Michael Lewis,9788551001899,368,2017,56.61
As Garotas,Emma Cline,9788551001356,336,2017,79.33
As Coisas que Perdemos no Fogo,Mariana Enriquez,9788551001448,192,2017,53.24
Por trás de seus olhos,Sarah Pinborough,9788551002209,352,2017,62.71
Eu Sei Onde Você Está,Claire Kendal,9788551001554,304,2017,64.63
Robô Selvagem,Peter Brown,9788551001943,288,2017,96.78
Robô Selvagem,Peter Brown,9788551001936,288,2017,76.51
Geekerela,Ashley Poston,9788551002148,384,2017,41.3
Hotel Valhala: Guia dos Mundos Nórdicos,Rick Riordan,9788551002308,160,2017,92.14
Hoje Vai Ser Diferente,Maria Semple,9788551002223,288,2017,78.49
Hoje Vai Ser Diferente,Maria Semple,9788551002230,253,2017,87.48
Até Que a Culpa Nos Separe,Liane Moriarty,9788551001929,464,2017,98.76
Mindhunter,Mark Olshaker,9788551001738,384,2017,73.59
Amor & Gelato,Jenna Evans Welch,9788551002346,320,2017,87.24
Fantasma,Jason Reynolds,9788551002339,208,2017,56.16
Fantasma,Jason Reynolds,9788551002322,208,2017,69.49
